ID_Localidades;Localidades;ID_Provincias
3183;YALA DE MONTE CARMELO;10
3184;MOLULO;10
3185;LA BANDA;10
3186;SANTA ROSA;16
3187;NAHUEL NIYEU;16
3188;SALITRAL NEGRO;16
3189;PASTOREO;14
3190;GOBERNADOR ROCA;14
3191;ROCA CHICA;14
3192;PUJATO;21
3193;CAMPO RISSO;21
3194;ALMACEN AROSA;1
3195;ABETHUR;1
3196;LAS TORTUGAS;1
3197;EL MANANTIAL;1
3198;LOS ALTOS VERDES;1
3199;LA REDUCCION;1
3200;LA INDIA MUERTA;1
3201;EL TRIANGULO;1
3202;CENTRO GUERRERO;1
3203;LA CALIFORNIA;1
3204;EL CALLEJON;1
3205;LA CORINA;1
3206;CERRO DE LA GLORIA CANAL 15;1
3207;EL ARAZA;1
3208;LOS MOLLES;1
3209;LA SALADA;1
3210;CASTELLI;1
3211;COMANDANTE LUIS PIEDRABUENA;20
3212;PARQUE CHACABUCO;2
3213;FLORES;2
3214;LONQUIMAY;11
3215;CAMPO LEONHARDT;21
3216;RECONQUISTA;21
3217;LA LOLA;21
3218;PUERTO RECONQUISTA;21
3219;OLIVA;6
3220;SPELUZZI;11
3221;ALDEA ANDREOLI;8
3222;ORDONEZ;6
3223;MOJON DE FIERRO;9
3224;EMPALME SAN CARLOS;21
3225;LA AURORA;22
3226;SAN CAYETANO;1
3227;OCHANDIO;1
3228;LA GAMA;1
3229;COLONIA RIVADAVIA;1
3230;VAGNOLI;1
3231;EL PINO;1
3232;EL CARRETERO;1
3233;CRISTIANO MUERTO;1
3234;EL INDIO;1
3235;BALNEARIO SAN CAYETANO;1
3236;DESVIO KM 407;21
3237;LA ISLETA;21
3238;VILLA ADELA;21
3239;ESTACION KILOMETRO 403;21
3240;VILLA OCAMPO;21
3241;CAMPO BELLO NORTE;21
3242;CAMPO EL PIAVE;21
3243;CAMPO YACCUZZI;21
3244;CAMPO BELLO SUR;21
3245;CAMPO PICCOLI;21
3246;SAN VICENTE;21
3247;CAMPO FANTIN;21
3248;SAN JOSE DE LA COCHA;24
3249;GENERAL SAN MARTIN;11
3250;OLEGARIO V. ANDRADE;14
3251;COLONIA ALEMANA;14
3252;PICADA GALITZIANA;14
3253;VALERIA DEL MAR;1
3254;CARILO;1
3255;OSTENDE;1
3256;PINAMAR;1
3257;MANCHALA;24
3258;SAN JOSE DE BUENA VISTA;24
3259;ENTRE RIOS;24
3260;RIO COLORADO;24
3261;MINONES;8
3262;CUATRO BOCAS;8
3263;COLONIA BELGRANO;8
3264;SAN CARLOS NORTE;21
3265;COLONIA SAN MARTIN;7
3266;AYALA CUE;7
3267;LA FLECHA;7
3268;LOMA ALTA;7
3269;VILLA SAN RAMON;7
3270;ALGARROBAL;7
3271;CAPILLITA;7
3272;CERRITO;7
3273;LOMA VILLANUEVA;7
3274;TIMBO CORA;7
3275;TALATY;7
3276;VILLANUEVA;7
3277;PASO FLORENTIN;7
3278;EL ZAPALLO;7
3279;NUESTRA SENORA DEL ROSARIO DE CAA CATI;7
3280;TRES LAGUNAS;9
3281;AGUA DE CASTILLA;17
3282;SALAR DE POCITOS;17
3283;ACAZOQUE;17
3284;CHORRILLOS;17
3285;EL RINCON;17
3286;TOLAR CHICO;17
3287;TORON;17
3288;SAN ANTONIO DE LOS COBRES;17
3289;OLACAPATO;17
3290;CARACHI;17
3291;CORRALITOS;17
3292;CONDOR HUASI;17
3293;SANTA ROSA DE LOS PASTOS GRANDES;17
3294;SAN JERONIMO DEL SAUCE;21
3295;CAMPO LA VIGILANCIA;21
3296;PIEDRITAS;10
3297;BELLA VISTA;10
3298;DON EMILIO;10
3299;PALOS BLANCOS;10
3300;ROSARIO DE RIO GRANDE;10
3301;LAS TUNAS;1
3302;BERUTTI;1
3303;NUEVA CASTILLA;1
3304;FRANCISCO DE VITORIA;1
3305;TRENQUE LAUQUEN;1
3306;EL CORRENTINO;1
3307;COLONIA MARTIN FIERRO;1
3308;GIRODIAS;1
3309;LA MARIA;1
3310;SAN EDUARDO;1
3311;LAS GUASQUITAS;1
3312;ELVIRA;1
3313;FRANCISCO MAGNANO;1
3314;PRIMERA JUNTA;1
3315;MAYA;1
3316;MARI LAUQUEN;1
3317;COLONIA MANUEL 1°;1
3318;CORAZZI;1
3319;SAN PEDRO;1
3320;LA ATALAYA;1
3321;TRONGE;1
3322;COLONIA EL MATE;1
3323;LERTORA;1
3324;DUHAU;1
3325;LA ZANJA;1
3326;LA CANDELARIA;1
3327;SANTA CATALINA;1
3328;LA CARRETA;1
3329;30 DE AGOSTO;1
3330;COLONIA SANTA ANA;1
3331;LOS CHANARES;1
3332;VILLA CARLOS PAZ;6
3333;SANTA CRUZ DEL LAGO;6
3334;EL CAIN;16
3335;EL PORTEZUELO;3
3336;EL BANADO;3
3337;ANTAPOCA;3
3338;LOS ARBOLITOS;3
3339;SAN ISIDRO;3
3340;SANTA CRUZ;3
3341;SANTA ROSA;3
3342;AGUA COLORADA;3
3343;POZO DEL MISTOL;3
3344;LAS ESQUINAS;3
3345;VILLA DOLORES;3
3346;SUMALAO;3
3347;LAS TEJAS;3
3348;POLCOS;3
3349;HUAYCAMA;3
3350;LUAN TORO;11
3351;LAS TRES HERMANAS;20
3352;LOS MONOS;20
3353;ALMA GAUCHA;20
3354;TEHUELCHES;20
3355;TRES CERROS;20
3356;LA LOBERIA;20
3357;PAMPA ALTA;20
3358;BAHIA LAURA;20
3359;GOBERNADOR MOYANO;20
3360;MINERALES;20
3361;PIEDRA CLAVADA;20
3362;EL BRACHO;24
3363;EL CEVILAR;24
3364;EL DESIERTO;17
3365;EL SAUZAL;17
3366;TONONO;17
3367;BARRIO EL MILAGRO;17
3368;MISION CHERENTA;17
3369;YACUY;17
3370;YARIGUARENDA;17
3371;SAN RAMON;17
3372;TARTAGAL;17
3373;TRES POZOS;17
3374;PACARA;17
3375;MISION KILOMETRO 6;17
3376;BOBADAL;17
3377;EL ESCONDIDO;17
3378;MISION EL CRUCE;17
3379;ZANJA HONDA;17
3380;PALO BLANCO;17
3381;TRANQUITAS;17
3382;VILLA RIO HONDO;22
3383;DESPENADEROS;6
3384;CORRAL QUEMADO;22
3385;RUMI POZO;22
3386;SANTA ROSA;22
3387;URUTAU;22
3388;ESTADOS UNIDOS;22
3389;CABEZA DEL TORO;22
3390;EL CEIBAL;22
3391;VINAL POZO;22
3392;EL PUESTO;22
3393;RANCHILLOS;22
3394;MANGA BAJADA;22
3395;LAVALLE;22
3396;SAN BERNARDO;22
3397;LA ESPERANZA;22
3398;CONSUELO;22
3399;BELGRANO;22
3400;MAILIN;22
3401;EL MILAGRO;22
3402;LOTE 43;22
3403;GUAYACAN POZO;22
3404;SAN JAVIER;22
3405;LA VIRTUD;22
3406;LA CANDELARIA;22
3407;EL 60;22
3408;VINAL SUNI;22
3409;PUESTOS UNIDOS;22
3410;TORO PAMPA;22
3411;LA SALVACION;22
3412;ITATI;22
3413;EL RINCON;22
3414;COLOMBIA;22
3415;LUJAN;22
3416;NUEVA ESPERANZA;22
3417;LA UNION;22
3418;DOS ARBOLES;22
3419;CRUZ BAJADA;22
3420;LOS TIGRES;22
3421;BELGICA;22
3422;TORO POZO;22
3423;LOS POCITOS;22
3424;LAS MALVINAS;22
3425;SAN ISIDRO;22
3426;LA ARMONIA;22
3427;LA FIRMEZA;22
3428;SAN IGNACIO;22
3429;EL PALMAR;22
3430;IFIA;22
3431;EL AEROLITO;22
3432;BUENOS AIRES;22
3433;RINCON DEL VALLE;22
3434;BAHIA BLANCA;22
3435;PAAJ POZO;22
3436;SANTO DOMINGO;22
3437;CAMPO ALEGRE;22
3438;EL TUNQUELEN;22
3439;PUESTO CORDOBA;22
3440;SAN CRISTOBAL;22
3441;LOS MORTEROS;22
3442;ISKOY POZO;22
3443;LOTE 40;22
3444;SAN JOSE;22
3445;TRES VARONES;22
3446;EL CORRIDO;22
3447;LAS LOMAS;22
3448;CALOJ POZO;22
3449;PIRUAJ BAJO;22
3450;LOS POZANCONES;22
3451;SANTA CRUZ;22
3452;EL VALLE;22
3453;PUEYRREDON;9
3454;RIACHO NEGRO;9
3455;GENERAL CABRERA;6
3456;CHARLES FUHR;20
3457;PUNTA BANDERA;20
3458;EL CERRITO;20
3459;LA LEONA;20
3460;GENDARME BARRETO;20
3461;HERNANDARIAS;8
3462;PUERTO VIBORAS;8
3463;GENERAL BALDISSERA;6
3464;COLONIA ITURRASPE;6
3465;EL ALTO;6
3466;ANISACATE;6
3467;COSTA AZUL;6
3468;CAMPO MARINZALDA;21
3469;CAMPO GIMBATTI;21
3470;TORTUGAS;21
3471;CAMPO CHARO;21
3472;APARICIO;1
3473;CUARTEL II;1
3474;LAS CORTADERAS;1
3475;EL PERDIDO;1
3476;LOS JUNCOS;1
3477;ZUBIARRE;1
3478;LA AURORA;1
3479;EL CALFIAO;1
3480;LA RUTA;1
3481;NICOLAS DESCALZI;1
3482;EL ZORRO;1
3483;CENTRO URQUIZA;1
3484;FARO;1
3485;EL LUCERO;1
3486;LA GLORIA;1
3487;CORONEL DORREGO;1
3488;LOMA CHATA;1
3489;GIL;1
3490;SAN ROMAN;1
3491;ORIENTE;1
3492;CALVO;1
3493;BALNEARIO MARISOL;1
3494;IRENE;1
3495;LA LUNA;1
3496;RINCON;20
3497;LAGUNA GRANDE;20
3498;LA BARRANCOSA;20
3499;ESTANCIA SAN RAMON;20
3500;RAMIREZ DE VELAZCO;22
3501;EMBALSE;6
3502;EL QUEBRACHO;6
3503;EL RUMICAL;17
3504;LA MERCED;17
3505;SUMALAO;17
3506;VILLA SARMIENTO;17
3507;LAS TIENDITAS;17
3508;LAS PIRCAS;17
3509;SAN AGUSTIN;17
3510;SAN MIGUEL;17
3511;EL HUAICO;17
3512;SAIRA;6
3513;VILLA URQUIZA;2
3514;VILLA PUEYRREDON;2
3515;COGHLAN;2
3516;SAAVEDRA;2
3517;CERRITO;8
3518;PUEBLO MORENO;8
3519;PUEBLO GENERAL PAZ;8
3520;ARRUFO;21
3521;SAN RAFAEL;21
3522;CHILIBROSTE;6
3523;LAS TUNAS;8
3524;MATORRALES;6
3525;MEDANITOS;10
3526;CATUA;10
3527;COLONIA EL ACEQUION;6
3528;ALTO ALEGRE;6
3529;CAMPO SANTA TERESA;6
3530;EL RECREO;9
3531;GUARDIA MITRE;16
3532;LA PUNTILLA;3
3533;TALAMAYO;3
3534;LA REPRESA;3
3535;BARRIO ARTAZA;3
3536;HUACO;3
3537;BELEN;3
3538;LAS LOMAS;3
3539;LUNA AGUADA;3
3540;AMPUJACO;3
3541;EL POZO;3
3542;PICHI HUINCA;11
3543;LAS PIEDRITAS;11
3544;CHAUPI POZO;22
3545;CORONEL BAIGORRIA;6
3546;MARULL;6
3547;CAPILLA VIEJA;6
3548;FALDA DE LOS REARTES;6
3549;VILLA GENERAL BELGRANO;6
3550;CERRO HERMOSO;6
3551;LAS HIGUERAS;6
3552;DIQUE N° 1;1
3553;ENSENADA;1
3554;PUNTA LARA;1
3555;VILLA CATELA;1
3556;ISLA SANTIAGO OESTE;1
3557;VILLA BONITA;14
3558;YERBAL VIEJO;14
3559;PICADA GUARAIPO;14
3560;BARRIO ESCUELA 633;14
3561;PICADA INTERNACI;14
3562;VILLA UNION;14
3563;CAMPO RAMON;14
3564;SAN FRANCISCO;10
3565;ALTO CALILEGUA;10
3566;VILLA GRISOLIA;1
3567;PLA;1
3568;CORONEL SEGUI;1
3569;LARREA;1
3570;BAUDRIX;1
3571;VILLA MARIA;1
3572;ALBERTI;1
3573;MECHITA;1
3574;PRESIDENTE QUINTANA;1
3575;VILLA ORTIZ;1
3576;CUARTEL VI;1
3577;EL RECUERDO;1
3578;CUARTEL V;1
3579;LA VANGUARDIA;21
3580;VILLA SARMIENTO;6
3581;YACAREY;7
3582;SANTA RITA;7
3583;RINCON GUAZU;7
3584;GUAYU;7
3585;VILLA LA PALMIRA;7
3586;ITATI;7
3587;SCORZA CUE;7
3588;ESTANCIA SAN BENITO;7
3589;EL ABRA;7
3590;LA PLAYOSA;6
3591;COLONIA BENITEZ;4
3592;BARRIO DE LOS PESCADORES;4
3593;PUENTE SAN PEDRO;4
3594;CAMPO ROSSI;4
3595;ISLA ANTEQUERA;4
3596;TRES HORQUETAS;4
3597;LOTE 1;4
3598;CAMPO LA ROSARIO;21
3599;SAN EUGENIO;21
3600;COLONIA LAS MARGARITAS;21
3601;MARGARITA;21
3602;CAMPO  PAVICICH;21
3603;CAMPO MOLASSI;21
3604;CAMPO COLNAGHI;21
3605;LA NICOLOSA;21
3606;REAL SAYANA;22
3607;COLONIA SUR;13
3608;LA ANGELINA;13
3609;MORON VIEJO;13
3610;LA DORMIDA;13
3611;BARRIO 12 DE OCTUBRE;13
3612;MORON CHICO;13
3613;LA BANDERA;13
3614;GOBERNADOR CIVIT;13
3615;PARRALES MENDOCINOS;13
3616;LAS CATITAS;13
3617;BALDE NUEVO;13
3618;LA CIENAGUITA;13
3619;LOMAS BLANCAS;13
3620;EL ALGARROBO;13
3621;SANTA ROSA;13
3622;SAN PEDRO;13
3623;VILLA CABECERA;13
3624;LA COSTA;13
3625;BARRIO MOLINA CABRERA;13
3626;BALDE DE PIEDRA;13
3627;BARRIO MARIA AUXILIADORA;13
3628;TALQUENCA;13
3629;LOS LOTES;13
3630;LA JOSEFA;13
3631;CATITAS VIEJAS;13
3632;COLONIA SAN JORGE;13
3633;BANDERITA;13
3634;COLONIA WALTER MOSS;8
3635;COLONIA LA ARMONIA;8
3636;LA PLAYA;6
3637;RIVADAVIA;21
3638;LAS PALMERAS;21
3639;LOS AGUIRRES;12
3640;POZO DEL MEDIO;12
3641;LA COLONIA;12
3642;MOLLACO;12
3643;MILAGRO;12
3644;EL QUEMADO;12
3645;MOLLACO;12
3646;SAN RAMON;12
3647;LAS CORTADERAS;12
3648;SAN JOSE;12
3649;SAN ROQUE;12
3650;LA MARAVILLA;12
3651;AGUADITA DE LOS PERALTA;12
3652;LA REPRESA;12
3653;OLPAS;12
3654;RIO GRANDE;12
3655;SAN CRISTOBAL;12
3656;LA BARRERA;12
3657;AGUA COLORADA;12
3658;EL CERCO;12
3659;LA BANDERITA;12
3660;LA DORADA;12
3661;SANTA RITA DE CATUNA;12
3662;LA RIPIEDRA;12
3663;LA MARUJA;12
3664;EL FRAILE;12
3665;LOS TELLOS;12
3666;AMBIL;12
3667;COLONIA ORTIZ DE OCAMPO;12
3668;EL BARRANCO;12
3669;LOS BARRIALITOS;12
3670;TORRECITAS;12
3671;LA ISLA;12
3672;LA PLAYA;12
3673;LOS MISTOLES;12
3674;ESQUINA GRANDE;12
3675;BALDE SALADO;12
3676;LA AGUADITA;12
3677;SAN PEDRO;12
3678;YERBA BUENA;17
3679;TUYUNTI;17
3680;SAUZAL;17
3681;PROFESOR SALVADOR MAZZA;17
3682;EL CHORRO;17
3683;EL OCULTO;17
3684;PLAYA ANCHA;17
3685;EL ALGARROBAL;17
3686;CAMPO DURAN;17
3687;LOS YACONES;17
3688;VAQUEROS;17
3689;LESSER;17
3690;SECLANTAS;17
3691;SECLANTAS ADENTRO;17
3692;FRAY LUIS BELTRAN;21
3693;LAGUNA LIMPIA;4
3694;CAMPO PHILIPON;4
3695;MAKALLE;4
3696;COLONIA PASTORIL;9
3697;BOMBAL;21
3698;CAMPO CUCO;21
3699;COLONIA RAQUEL;21
3700;TABOSSI;8
3701;COLONIA GUARAYPO;14
3702;LAHARRAGUE;14
3703;BARIO ITA;14
3704;PUERTO LAHARRAGUE;14
3705;GUATAMBU;14
3706;BARRIO GUATAMBU;14
3707;BARRIO CUATRO BOCAS;14
3708;MONTECARLO;14
3709;LOMAS DE ZAMORA;1
3710;BANFIELD;1
3711;LLAVALLOL;1
3712;VILLA FIORITO;1
3713;TEMPERLEY;1
3714;VILLA CENTENARIO;1
3715;TURDERA;1
3716;FALUCHO;11
3717;AGUA DEL OVERO;15
3718;BELISLE;15
3719;CASA DE PIEDRA;15
3720;BAJADA DE LOS MOLLES;15
3721;EL RINCON;15
3722;CATATUN;15
3723;CHACAYCO;15
3724;CATAN LIL;15
3725;LA NEGRA;15
3726;LAPA;15
3727;MEDIA LUNA;15
3728;LAS CORTADERAS;15
3729;COSTA DEL CATAN LIL;15
3730;ESPINAZO DEL ZORRO;15
3731;LOS REMOLINOS;15
3732;EL SALITRAL;15
3733;EL SAUCE;15
3734;LA PICAZA;15
3735;PASO BLANCO;8
3736;MOJONES NORTE;8
3737;MARIANO MORENO;14
3738;MONTEAGUDO;14
3739;PEPIRI MINI;14
3740;MARTIN GNEMES;14
3741;COLONIA PRIMAVERA;14
3742;EL SOBERBIO;14
3743;LA BONITA;14
3744;ANDRESITO EL SOBERBIO;14
3745;FRAY LUIS BELTRAN;14
3746;PICADA GUARANI;14
3747;EL BOTON EL SOBERBIO;14
3748;NUEVA EL SOBERBIO;14
3749;ARROYO BONITO EL SOBERBIO;14
3750;EL PALENQUE;8
3751;COLONIA CRESPO;8
3752;CARMONA;8
3753;BUTA RANQUIL;15
3754;AGUADA CHACAYCO;15
3755;LAGUNA AUQUINCO;15
3756;RANQUIL VEGA;15
3757;SAN PEDRO;22
3758;COLONIA SAN JUAN;8
3759;COLONIA LA ESPERANZA;8
3760;COLONIA LA LLAVE;8
3761;ALGARROBITOS;8
3762;CAMPO MICHELOUD;8
3763;COLONIA OFICIAL 21;8
3764;VILLA ADELA;8
3765;CAMBA PASO;8
3766;BENITO LEGEREN;8
3767;LAS TEJAS;8
3768;VILLA ZORRAQUIN;8
3769;CONCORDIA;8
3770;EL COLORADO;22
3771;ISLA DE CANAS;17
3772;LUCIO V. MANSILLA;6
3773;MONTEROS;24
3774;ITUZAINGO;21
3775;TALAINI;6
3776;COLONIA BISMARCK;6
3777;CARRI LIL;15
3778;RAHUE;15
3779;QUILLEN;15
3780;ABRA ANCHA;15
3781;CURRUMIL QUILLEN;15
3782;HARAS PULMARI;15
3783;QUILCA;15
3784;LONCO MULA;15
3785;BARRIO LOS PIONEROS;1
3786;LOMAS DEL RIO LUJAN;1
3787;EL MOREJON;1
3788;ESTACION ESPERIMENTAL DELTA DEL PARANA;1
3789;BLONDEAU;1
3790;CHACRAS DEL RIO LUJAN;1
3791;ALTO LOS CARDALES;1
3792;LA GRANJA;1
3793;CAMPANA;1
3794;ISLA TALAVERA;1
3795;DOS HERMANAS;8
3796;LAS MERCEDES;8
3797;COLONIA 3 DE FEBRERO;8
3798;COLONIA TABOADA;8
3799;CAMPO JOURBET;8
3800;LOS MOLLES;3
3801;SAN FRANCISCO;3
3802;LOS MOGOTES;3
3803;EL COMEDERO;3
3804;EL MOJON;3
3805;LA MAJADA;3
3806;IPIZCA;3
3807;AMANA;3
3808;CONCEPCION;3
3809;SAN JOSE;3
3810;LA FALDA;3
3811;EL SAUCE;3
3812;NAVAGUIN;3
3813;ANCASTI;3
3814;ANQUINCILA;3
3815;POTRERO DE LOS CORDOBA;3
3816;EL HUAYCO;3
3817;LA CANDELARIA;3
3818;CASA ARMADA;3
3819;RIO CHICO;3
3820;TACANA;3
3821;LAS JUNTAS;3
3822;RINCO DE IPIZCA;3
3823;YERBA BUENA;3
3824;EL TALITA;3
3825;EL QUEBRACHAL;3
3826;LA ESTANCITA;3
3827;LOS BULACIOS;3
3828;EL TACO;3
3829;ADELIA MARIA;6
3830;PIAMONTE;21
3831;COLONIA GENERAL FERRE;7
3832;CRUZ DE LOS MILAGROS;7
3833;CEBOLLAS;7
3834;LOMAS ESTE;7
3835;CARRIZAL NORTE;7
3836;LOMAS NORTE;7
3837;LOMAS SUR;7
3838;MUCHAS ISLAS;7
3839;LAS GARZAS;7
3840;COLONIA PROGRESO;7
3841;ISLA ALTA;7
3842;RAICES NORTE;7
3843;BELLA VISTA;7
3844;JUAN DIAZ;7
3845;DESMOCHADO;7
3846;WENCESLAO ESCALANTE;6
3847;LOS MOLINOS;21
3848;CAMPO FORESSI;21
3849;PUEBLO BRUGO;8
3850;LAS CHACRAS MARAYES;18
3851;POZO DE LOS ALGARROBOS;18
3852;LAS LIEBRES;18
3853;BARRIO JUSTO P. CASTRO IV;18
3854;VILLA INDEPENDENCIA;18
3855;MARAYES;18
3856;DIVISORIA;18
3857;EL RINCON;18
3858;LAS TALAS;18
3859;LOS MEDANOS;18
3860;LA PUNTILLA;18
3861;LAGUNA SECA;18
3862;PIE DE PALO;18
3863;LAS CHACRAS;18
3864;BERMEJO;18
3865;VALLECITO;18
3866;CAUCETE;18
3867;SAN ISIDRO;10
3868;FLEMING;10
3869;AGUAS CALIENTES;10
3870;LAS PICHANAS;10
3871;PILA PARDO;10
3872;RIO SEGUNDO;6
3873;POZO LINDO;3
3874;SAN PEDRO;3
3875;TRAMPASACHA;3
3876;CONCEPCION;3
3877;TELARITOS;3
3878;CAPAYAN;3
3879;EL MILAGRO;3
3880;EL QUEMADO;3
3881;CARRANZA;3
3882;LAS ANIMAS;3
3883;LA LIBERTAD;3
3884;EL CARRIZAL;3
3885;BALDE DE LA PUNTA;3
3886;SAN MARTIN;3
3887;ADOLFO E. CARRANZA;3
3888;PUESTO NUEVO;3
3889;LAS PALMAS;3
3890;LAS BREAS;3
3891;CHUMBICHA;3
3892;JUAN JORBA;19
3893;INGENIERO FOSTER;11
3894;LA MARUJA;11
3895;LOBOCO;11
3896;COLONIA LA JOYA;8
3897;LIBAROS;8
3898;ESTACION ESCRINA;8
3899;SAN GUILLERMO;21
3900;RINCON SANTA MARIA;7
3901;BUENA VISTA;7
3902;PUERTO VALLE;7
3903;ISLA APIPE CHICO;7
3904;CAA CARAI;7
3905;LIBERTAD;7
3906;ITUZAINGO;7
3907;PASO MORENO;7
3908;LOS ROBLES;12
3909;ANDOLUCAS;12
3910;SHAQUI;12
3911;LAS TALAS;12
3912;ALPASINCHE;12
3913;CUIPAN;12
3914;TUYUBIL;12
3915;EL RETIRO;12
3916;CHAUPIHUASI;12
3917;SALICAS;12
3918;SAN BLAS;12
3919;AMUSCHINA;12
3920;SURIYACO;12
3921;CERES;21
3922;OJOS DE AGUA;16
3923;LIPETREN;16
3924;YUQUICHE;16
3925;BAGUAL;19
3926;SAN JOSE DE OTAMENDI;1
3927;MIRAMAR;1
3928;LAS PIEDRITAS;1
3929;LA BALLENERA;1
3930;ESTANCIA LA TOTO;1
3931;COMANDANTE NICANOR OTAMENDI;1
3932;MECHONGUE;1
3933;LA REFORMA;1
3934;LA EUFEMIA;1
3935;MAR DEL SUR;1
3936;CENTINELA DEL MAR;1
3937;VILLA EL TALA;6
3938;MONSALVO;6
3939;LA CASCADA;6
3940;VILLA ALPINA;6
3941;CERRO CHAMPAQUI;6
3942;ARROYO SAN ANTONIO;6
3943;EL CANO;6
3944;SOL DE MAYO;6
3945;LA DORMIDA;6
3946;ATOS PAMPA;6
3947;LAS LAGUNITAS;6
3948;COLONIA SAN ISIDRO;9
3949;CANDIA;9
3950;COLONIA SAN ANTONIO;9
3951;COLONIA EL DORADO;9
3952;HERTELENDY;9
3953;PASO POLENTA;9
3954;POSTA DEL SALADO;9
3955;GUAYACANTY;9
3956;ESTERITO;9
3957;COLONIA LAGUNA GOBERNADOR;9
3958;TRES MOJONES;9
3959;LA PLAYA;9
3960;COLONIA EL NARANJITO;9
3961;COGORNO;9
3962;RIACHO LINDO;9
3963;EL CERRITO;9
3964;COLONIA CANO;9
3965;EL MBIGUA;9
3966;KILOMETRO 100;9
3967;POTRERO DE LOS CABALLOS;9
3968;EL ANGELITO;9
3969;PUERTA MISION;9
3970;PRESIDENTE YRIGOYEN;9
3971;ISLA BANCO ORTELLADO;9
3972;MAGLIETTI;9
3973;COLONIA YATAY;9
3974;LA LUISA;9
3975;KILOMETRO 117;9
3976;AROCENA;21
3977;BARRIO EL PACAA  BARRIO COMIPINI;21
3978;COLONIA BELGRANO;21
3979;COLONIA EL DICHOSO;21
3980;COLONIA LA HIEDRA;21
3981;FORTIN ATAHUALPA;21
3982;COLONIA EL MATE;21
3983;VILLA MINETTI;21
3984;ESTANCIA LOS GUASUNCHOS;21
3985;CAMPO SAN ISIDORO;21
3986;EMPALME RUTA 91;21
3987;COLONIA LA AVANZADA;21
3988;COLONIA LAS PICHANAS;6
3989;CAMPO GARAY;21
3990;HOCKER;8
3991;LAS PAJITAS;8
3992;ESTACION RAICES;8
3993;DISTRITO RAICES;8
3994;COLONIA OFICIAL 2;8
3995;LOS ALTARES;5
3996;CUCHILLA REDONDA;8
3997;DISTRITO CUCHILLA REDONDA;8
3998;LAS VARAS;6
3999;TABAY;7
4000;EL PINDO;7
4001;SANTA TERESITA;7
4002;URDINARRAIN;8
4003;COLONIA LA FLORIDA;8
4004;PUERTO GENERAL SAN MARTIN;21
4005;BELLA VISTA;21
4006;AEROPUERTO INTERNACIONAL EZEIZA;1
4007;JOSE MARIA EZEIZA;1
4008;TRISTAN SUAREZ;1
4009;LA UNION;1
4010;CANNING;1
4011;CARLOS SPEGAZZINI;1
4012;EL PORVENIR;1
4013;BARRANCAS COLORADAS;8
4014;CHAJAN;6
4015;COLONIA URDANIZ;19
4016;MARTIN DE LOYOLA;19
4017;COLONIA CALZADA;19
4018;LA ESTRELLA;19
4019;EL RODEO;19
4020;FRISIA;19
4021;EL AGUILA;19
4022;LOS OVEROS;19
4023;NAHUEL MAPA;19
4024;LA MAROMA;19
4025;NUEVA CONSTITUCION;19
4026;LA VERDE;19
4027;PEREZ;21
4028;VILLA AMERICA;21
4029;TAQUIMILAN;15
4030;TAQUIMILAN ARRIBA;15
4031;DARWIN;16
4032;CANDIOTI;21
4033;EL PUEBLITO;8
4034;RIO CHICO;16
4035;LA HIGUERA;3
4036;TIERRA VERDE;3
4037;LAS LAJAS;3
4038;VILLA DE BALCOZNA;3
4039;PALO LABRADO;3
4040;SUMAMPA;3
4041;LA MERCED;3
4042;MONTE POTRERO;3
4043;SAN ANTONIO;3
4044;EL BASTIDOR;3
4045;LA VINA;3
4046;VILLA COLLANTES;3
4047;SANTA BARBARA;3
4048;EL ROSARIO;3
4049;AMADORES;3
4050;BARRO NEGRO;3
4051;LA BAJADA;3
4052;COSQUIN;6
4053;OLAEN;6
4054;QUEBRADA DE LUNA;6
4055;BOSQUE ALEGRE;6
4056;EL CARRIZAL;6
4057;PUESTO RAMALLO;6
4058;CUCHILLO CO;11
4059;ANIMANA;17
4060;CORRALITO;17
4061;SAN ANTONIO;17
4062;EL BARRIAL;17
4063;COLONIA OFICIAL 17;8
4064;COLONIA SANTA MARIA;8
4065;FORTUNA;8
4066;FORTIN MBORORE;14
4067;PUERTO PENINSULA;14
4068;PUERTO CANOAS;14
4069;PUERTO IGUAZU;14
4070;VILLA ALTA;14
4071;CATARATAS DEL IGUAZU;14
4072;YRYAPU;14
4073;LA PAQUITA;6
4074;EL 94;21
4075;CAMPO BERLI;21
4076;CAMPO HUBER;21
4077;EL GUSANO;21
4078;COLONIA DURAN;21
4079;GOLONDRINA;21
4080;SAN SIMON;17
4081;EL CARRIL;17
4082;EL PEDREGAL;17
4083;LAS GARZAS;17
4084;LAS BARRANCAS;17
4085;CALVIMONTE;17
4086;SAN GREGORIO;19
4087;SALADILLO;19
4088;LAS ISLETILLAS;6
4089;POZUELOS;22
4090;PUESTO NUEVO;22
4091;LA FLORIDA;22
4092;LA RIVERA;22
4093;SAN RAMON;22
4094;MILI;22
4095;CHILCA;22
4096;LOS PEREYRA;22
4097;POZO SUMI;22
4098;LOS ARIAS;22
4099;COLONIA JAIME;22
4100;SAUCE BAJADA;22
4101;EL QUEBRACHAL;22
4102;LOMITAS;22
4103;NUEVA INDUSTRIA;22
4104;LOAJ;22
4105;HIGUERA CHACRA;22
4106;EL SOLER;22
4107;JANTA;22
4108;BUEY MUERTO;22
4109;EL REFUGIO;22
4110;MIRELLA;22
4111;TRONCOS;22
4112;MACO;22
